-33,29
-2,2
-13,-4.25
-3.250725525345031044 2.388833536493934259
-3.08108,2.40541
-2.11765,2.52941
-1.97872,1.42553
-1.86885,1.40984
-1.86,1.32
-1.85,1.325
-1.84615,1.30769
-1.72222,1.38889
-1.5641,0.0384615
-1.14286,1.67857
-1.13158,1.68421
-1.11111,1.66667
-0.758242,0.340659
-0.6,1.22857
0.0724638,0.652174
0.461538,1.07692
0.833333,0.9375
1,1
